datetime,open,high,low,close,volume
2023-01-01 00:00:00+00:00,16500.0,16594.48,16471.93,16566.41,8619.7252
2023-01-01 00:00:00+00:00,16500.0,16719.8,16346.61,16566.41,6045.7672
2023-01-01 01:00:00+00:00,16566.41,16582.78,16532.29,16548.67,5812.0287
2023-01-01 01:00:00+00:00,16566.41,16574.68,16540.39,16548.67,2291.2843
2023-01-01 02:00:00+00:00,16548.67,16802.95,16381.1,16635.38,2246.728
2023-01-01 02:00:00+00:00,16548.67,16844.26,16339.79,16635.38,13622.0693
2023-01-01 03:00:00+00:00,16635.38,16964.29,16511.36,16840.27,16660.0098
2023-01-01 03:00:00+00:00,16635.38,16848.69,16626.96,16840.27,9567.1247
2023-01-01 04:00:00+00:00,16840.27,16902.72,16746.85,16809.31,4683.7159
2023-01-01 04:00:00+00:00,16840.27,16848.67,16800.9,16809.31,5108.2484
2023-01-01 05:00:00+00:00,16809.31,16851.1,16736.62,16778.41,5100.1795
2023-01-01 05:00:00+00:00,16809.31,16893.43,16694.29,16778.41,2182.1826
2023-01-01 06:00:00+00:00,16778.41,17043.82,16727.3,16992.7,18389.1983
2023-01-01 06:00:00+00:00,16778.41,17011.46,16759.65,16992.7,22204.5297
2023-01-01 07:00:00+00:00,16992.7,17137.57,16953.28,17098.15,9215.1025
2023-01-01 07:00:00+00:00,16992.7,17135.16,16955.69,17098.15,3269.8525
2023-01-01 08:00:00+00:00,17098.15,17115.49,17017.23,17034.56,7365.3209
2023-01-01 08:00:00+00:00,17098.15,17191.13,16941.59,17034.56,3472.487
2023-01-01 09:00:00+00:00,17034.56,17367.25,16776.72,17109.41,2077.6044
2023-01-01 09:00:00+00:00,17034.56,17158.15,16985.83,17109.41,6604.559
2023-01-01 10:00:00+00:00,17109.41,17117.93,17038.09,17046.61,2449.3455
2023-01-01 10:00:00+00:00,17109.41,17137.28,17018.74,17046.61,5657.9747
2023-01-01 11:00:00+00:00,17046.61,17203.94,16826.4,16983.73,8627.3257
2023-01-01 11:00:00+00:00,17046.61,17118.09,16912.25,16983.73,6202.2872
2023-01-01 12:00:00+00:00,16983.73,17078.21,16922.83,17017.31,5178.7949
2023-01-01 12:00:00+00:00,16983.73,17033.77,16967.28,17017.31,5928.3498
2023-01-01 13:00:00+00:00,17017.31,17041.35,16734.97,16759.01,10624.8826
2023-01-01 13:00:00+00:00,17017.31,17084.06,16692.26,16759.01,33977.52
2023-01-01 14:00:00+00:00,16759.01,16893.64,16394.93,16529.56,6973.3652
2023-01-01 14:00:00+00:00,16759.01,16784.06,16504.5,16529.56,44141.6699
2023-01-01 15:00:00+00:00,16529.56,16542.21,16443.19,16455.84,12247.6424
2023-01-01 15:00:00+00:00,16529.56,16550.73,16434.68,16455.84,12800.0107
2023-01-01 16:00:00+00:00,16455.84,16467.62,16311.64,16323.42,16882.9532
2023-01-01 16:00:00+00:00,16455.84,16598.46,16180.81,16323.42,14276.5159
2023-01-01 17:00:00+00:00,16323.42,16395.23,16293.36,16365.17,7989.5139
2023-01-01 17:00:00+00:00,16323.42,16545.25,16143.34,16365.17,2259.3919
2023-01-01 18:00:00+00:00,16365.17,16418.0,16194.3,16247.12,14222.5876
2023-01-01 18:00:00+00:00,16365.17,16496.71,16115.58,16247.12,13971.7682
2023-01-01 19:00:00+00:00,16247.12,16266.11,16045.88,16064.87,18415.7839
2023-01-01 19:00:00+00:00,16247.12,16294.29,16017.7,16064.87,8628.32
2023-01-01 20:00:00+00:00,16064.87,16373.91,15946.21,16255.25,9454.044
2023-01-01 20:00:00+00:00,16064.87,16286.25,16033.87,16255.25,18018.6533
2023-01-01 21:00:00+00:00,16255.25,16294.76,16186.95,16226.46,3414.1025
2023-01-01 21:00:00+00:00,16255.25,16370.86,16110.85,16226.46,2559.7006
2023-01-01 22:00:00+00:00,16226.46,16261.88,16200.41,16235.83,732.1151
2023-01-01 22:00:00+00:00,16226.46,16263.46,16198.83,16235.83,2895.443
2023-01-01 23:00:00+00:00,16235.83,16331.49,15956.44,16052.11,7349.8015
2023-01-01 23:00:00+00:00,16235.83,16414.81,15873.13,16052.11,6378.8205
2023-01-02 00:00:00+00:00,16052.11,16228.56,15806.36,15982.82,2864.2352
2023-01-02 00:00:00+00:00,16052.11,16068.36,15966.56,15982.82,8168.8253
2023-01-02 01:00:00+00:00,15982.82,16134.86,15845.57,15997.61,1905.6995
2023-01-02 01:00:00+00:00,15982.82,16154.37,15826.06,15997.61,1460.2475
2023-01-02 02:00:00+00:00,15997.61,16154.59,15694.34,15851.32,10808.3244
2023-01-02 02:00:00+00:00,15997.61,16097.63,15751.3,15851.32,6544.1944
2023-01-02 03:00:00+00:00,15851.32,15967.87,15783.14,15899.69,5386.029
2023-01-02 03:00:00+00:00,15851.32,15907.64,15843.37,15899.69,4038.3002
2023-01-02 04:00:00+00:00,15899.69,16054.16,15669.45,15823.92,9919.331
2023-01-02 04:00:00+00:00,15899.69,16058.9,15664.72,15823.92,9851.5584
2023-01-02 05:00:00+00:00,15823.92,15842.9,15768.58,15787.55,2475.6147
2023-01-02 05:00:00+00:00,15823.92,15876.93,15734.54,15787.55,3966.9512
2023-01-02 06:00:00+00:00,15787.55,15914.65,15585.09,15712.19,5122.9281
2023-01-02 06:00:00+00:00,15787.55,15796.27,15703.47,15712.19,5227.0683
2023-01-02 07:00:00+00:00,15712.19,16244.89,15415.02,15947.72,8363.02
2023-01-02 07:00:00+00:00,15712.19,15957.13,15702.78,15947.72,6268.3718
2023-01-02 08:00:00+00:00,15947.72,16001.29,15893.01,15946.57,527.8815
2023-01-02 08:00:00+00:00,15947.72,16072.4,15821.89,15946.57,1287.1369
2023-01-02 09:00:00+00:00,15946.57,16105.69,15653.45,15812.56,11065.5023
2023-01-02 09:00:00+00:00,15946.57,16009.14,15750.0,15812.56,5409.51
2023-01-02 10:00:00+00:00,15812.56,15984.84,15745.43,15917.71,6980.6466
2023-01-02 10:00:00+00:00,15812.56,16049.08,15681.19,15917.71,9917.1406
2023-01-02 11:00:00+00:00,15917.71,15957.63,15723.4,15763.32,8217.5763
2023-01-02 11:00:00+00:00,15917.71,16065.55,15615.48,15763.32,4992.0189
2023-01-02 12:00:00+00:00,15763.32,15828.75,15724.87,15790.3,1401.3071
2023-01-02 12:00:00+00:00,15763.32,15887.46,15666.17,15790.3,5176.8001
2023-01-02 13:00:00+00:00,15790.3,15887.59,15447.55,15544.84,18068.3499
2023-01-02 13:00:00+00:00,15790.3,15810.95,15524.2,15544.84,24953.9986
2023-01-02 14:00:00+00:00,15544.84,15604.2,15321.48,15380.83,9840.5023
2023-01-02 14:00:00+00:00,15544.84,15662.39,15263.29,15380.83,6959.9343
2023-01-02 15:00:00+00:00,15380.83,15528.0,15258.51,15405.68,2715.8663
2023-01-02 15:00:00+00:00,15380.83,15465.58,15320.93,15405.68,2133.4147
2023-01-02 16:00:00+00:00,15405.68,15620.66,15282.69,15497.68,12461.7213
2023-01-02 16:00:00+00:00,15405.68,15722.06,15181.3,15497.68,5151.2864
